,userIdNo,contents,incitement,hate
2721,4HzKt,"최근 이재명이 이제막 수학능력시험이 끝난 고 3 학생을 광주 전남 선대위원장으로 선출해서 논란이 되고 있습니다
참 나라 자알~ 돌아갑니다
나라완전거꾸로 돌아가고 있어요?
이제 고삼이고 이제 막 고교 졸업하는 학생이 정치에 대해 뭘 그리 잘알까요?
안그렇습니까? 참나?
왜 어린학생들을 자기들의 목적달성을 위해 정치판에 끌어들이는 겁니까? 어차피 쓰고 버릴거잖아요?
저는요. 이렇게 정치인들의 개인의 목적달성을 위해 정치판에 불려다니는 어린학생들이 너무나도 마음이 아픕니다
참 안타까워요",0,0
2722,1yu91,여배우랑 불륜저지르고 애처가인척 ! 뼛속까지 모든게 거짓이야,0,0
2723,1QXXv,뭘 해도 안되네..,0,0
2724,2WrsM,기본애기  하지마라   넌 불공정과 몰상식의 대명사이고  편법의 달인 아니냐.......수사방해  고발사주해서 수사  당에 입당 하는거도 뒷구멍으로 했고  양평대유도 해당지역 지청장이었고  건희계좌는 비리시점빼고 도막제출에다  유세지역돌며 술값도 남의 영수증으로  ..너같이 법을 무시하는 검사출신 정치인은  없었다.......,0,0
2725,3OKhB,준석이 뭐라 하지마라  돌썩열이가 너무 무식하고 무지 하게  돌발행동 안하무인으로 나오기 때문이다  준석이는 애초부터 돌썩이 행오지 불안불안 마치 강가에 애 내놓으거 마냥  돌격대 깡패  막을  수 없으니포기,0,1
2726,1F3zj,일베와 가셰연  집합소 ㅋㅋ,0,0
2727,40xtC,"ㅎㅎ매머드가 아니고, 검찰이겠지. 곧 수사받을꺼 아닌감?",0,0
2728,2JsR8,오직 돈돈돈이다 포퓰리즘의 대가 나라 망하게 하려고 작정했네  사악한자,0,1
2729,bj5UJ,홍준표는 지난 대선에서 충분한 기회가 있었지만 문재앙에게 토론에서 한마디도 못하고 처참하게 패배 했는데 기때 박근혜 탄핵 떄문 그러 했다고 핑계나 대고  이번에도 지면 무슨 핑계 대려나 사람이 곧은 성품이 못되고 정책도 이리 저리 바뀌고 이리 붙었다 저리 붙었다 하니 같은 당에서 인정을 못받지 홍준표 나가면 반드시 필패이다.,0,0
2730,21ikb,"찢명아!   너는  네 조카가  2명을  무참히  살해  범죄를  심신미약을  주장한 것을,  데이트 폭력이라고 사과아닌  사과를 한 것에  대해  진정성있는 사과를  해야 한다.",0,1
2731,1Z5eC,"윤석열 경선에서 이겼으면 된거지, 이겨놓고도 홍준표가 거품이네, 역선택이네 진사람을 그렇게 밟아놓고는 전화 언받는다고 언플하냐? 공정이 없으면 예의라도 있어야지.",0,0
2732,34SM2,"..친일파는 반일정치로  국가간 분열 시키고..평화,화해를 저해,방해하는 이재명같은 자다..",0,0
2733,21In8,나도 윤석열 후보되면 이재명 찍는다,0,0
2734,a9AeS,박근혜가 청와대에서 굿을 했고 거울이 사방에 있다고 헛소리하던 인간들이 이번에는 윤후보가 무속에 빠진걸로 음해하기 시작했네~ 개돼지아니면 이런데 두번 속지 않는다,0,0
2735,3Vf5e,가짜뉴스랑 선동하는 사람들 너무 많다. 뉴스라고 다 믿어선 안된다. 사실상 이름만 바꾸는것과 같은데도 여가부폐지한다고 속이는 국짐당과 지지자들. 꾸준히 국민을 우롱하고 기만하고 있다.,0,0
2736,Jn0b,"동가식서가숙東家食西家宿 ; 동쪽집에서 먹고 서쪽집에서 잔다는 뜻으로, 자기의 잇속을 차리기 위해 지조 없이 이리저리 빌붙음을 가리키는 말. 이준석 민주당에 입당해. 이 지조 없는 놈아.",0,0
2737,5vvGn,조국 이놈이 무당 차별하네 ㅋㅋㅋ,0,0
2738,11iuA,무슨 말을 하려고 했는지 이해는  된다만... 이래서 대통령 하겠냐~~양당은 후보 교체 하라~,0,0
2739,HeDc,나는 쉰다 놀다 다친거도 아니고 쓰러져서 그런거면 위험하지,0,0
2740,3a8KB,"참 윤석열 후보 마누라 ,장모 이런 불법으로 살아오는 사람들이 끝도 없이 발견되는데 어떻게 대통령후보로 지정한 국민의 힘 당원들 뭔가 조치를 취해야 되는것 아닌가요 네 국민들이 그래도 윤석열 지지을 하네 미치도 되게 미치 지지 자들이네 ㅎㅎㅎ 검찰총장 할때 빽을 밑고 얼만나 남의땅과 요양원 등 비리가 쉴세 없이 나오고 있는데 어떻게 후보로 지지 호소 하고 있다는 사실을 국민의 힘 당원들 모르나 진짜로 인간들이 아니네 ㅎㅎ그래도 지지 하고 자빠 졌네 ㅋㅋㅋㅋㅋㅋ정권심판론 아니 정권 개판론을 해라 ㅋ",0,1
2741,9pWUG,써결ㅇ,0,0
2742,5j1rG,너무 튀면 뒤끝이?  모난돌이 정맡는디...,0,0
2743,rOCW,이런게 바로 공정과 상식이 통하는 나라구나 ㅎㅎ 참 기가차서 웃고 갑니다 한마디 더 덮붙이자면 어이 윤판사님 당신같은 판사들때문에 정의를 지키는 수많은 판사님들이 욕먹는겁니다 물속에 미꾸라지 한마리가 흙탕물 만들듯이 .....,0,0
2744,29D8f,기자야 죽을때까지 너는 아파트 분양 받지마라,0,0
2745,3kr0r,야당 한 번 더 해봐야 물갈이 되겠지.,0,0
2746,12iaO,리인영을 북으로!!  통일부장관으로 머 한게 있다고 세금으로 연금을 줘야하는 거냐!,1,1
2747,2qqRR,"민정당 신한국당 한나라당 미한당 국힘당으로
이어지는 뉴라이트  가짜보수당의
  멸망직전  발악으로보이는구나 ㅋㅋㅋㅋ
 자민련처럼 이제 사라져야지",0,1
2748,aiYBQ,"민주당의 주장이 설득력을 얻으려면
잣대가 동일하면 될것이다
김만배 말을 신뢰한다는 전제가 될려면~~
그분이 이재명이라는  주장도 신뢰를 해주고 자기주장을 하면  될깃같다",0,0
2749,acj3V,말실수?니가시키는데로만 해야 말실수 아니냐?ㅉㅉ 보호막도 못되어 줄꺼면 쫌 꺼져라  ᆢ은글히 까고있는꼴도 보기싫다 ㅉ,0,1
2750,2h67M,이 바닥에 우연이란 없다.,0,0
2751,cwcqs,별꼴다보겟네~ 무슨 대선후보부인이 도망다닌데ㅋㅋ,0,0
2752,cqvpw,"아무리 생각해도 퇴직금 성과금 합친다해도 50억은 너무 많은 액수다! 그것도 20.~3ㅇ년 근무한다해도 몇억이 고작인데,
얼마나 큰계약을  했길래 나간다고50억을 주나?",0,0
2753,2h2Tl,성상납 이준석 ㅂㅅ,0,1
2754,2nmW4,석열아 공정은 누구한테 팔았어?,0,0
2755,2Poay,송영길은 간첩이랑 내통한거네?,0,0
2756,GDFu,"국짐당게이트를 이재명 탓하는 모지리들. 탈출은 지능순. 60대 이상 빈곤을 해결하는데 노력하는 민주당 이재명, 근데, 욕이나 투표는 국짐당에 ...???? 탈출은 지능순 입니다.",0,1
2757,5xJ0v,무능하면 죄송한 게 아니라 후보 사퇴해야지. 이 사람아.,0,0
2758,81UR2,"김만배, 박영수, 윤석렬 깐부인 것  기자들은 거의 다 알지 않나요?",0,0
2759,bzMPK,문추 혼성꺼벙이듀엣이 키워준 넘답다. 아자.ㅋㅋ ㅋ,0,1
2760,2Q5r9,지금이라도 안철수로 모으자,0,0
2761,2Lqdw,저 얘기 김부선이 이재명에게 들었다는 얘기인데... 결국 김부선이 이재명과 관련하여 하는 얘기는 모두 진실이라는 것이네...,0,0
2762,4eGZn,"정상적인 tv토론일정이 있는데 죄명아 왜그렇게보채냐
이이빨사기꾼아",0,1
2763,Faps,악마들끼리 만나 나라를 어떻게 처말아드실지 작당하냐??,0,1
2764,dIZW,추추추   하여,0,0
2765,1nXDM,"이재명 ㅍㅎㅎㅎ
더 나쁜 정권교체는 안된대.
그럼 지금은 나쁜정권이라는거네. 아 웃겨.
법카를 막 써재켜놓고 부정부패를 운운해?",0,0
2766,SQQK,ㅋㅋㅋ 용산이 공공임대동으로 바뀌는순간이구나-  용산집값 폭락시작~~!!!!,0,0
2767,2EEpf,이젠 조선도 뭐라한다 수구꼴통들 ㅂㄱㅂㄱ한다,0,0
2768,4rSG5,코로나 양성 나올까 떠리냐,0,0
2769,2HYjg,MBC와 YTN은 업보를 톡톡히 치러야 할 듯....저 편파 방송들은 사기업도 아니고 공영이거나 공기업 지분이 대부분임....,0,0
2770,1j67S,진정 나라를 말아먹을 후보자를 원하는가. 다음에도 기회가 있으니 이번에는 무속인은 거릅시다.,0,1
2771,5e927,국정농단 윤석렬이 지 처와 본인 살려고 고발청탁한거 아닌가요? 나도 저런 인간 지지하는 지지자들의 뇌 구조가 의심스럽다.,0,1
2772,5tdDP,"전과자 부부가 세상을 시끄럽게 만드는건 무능에 쩐 문 죄인의 아바타같네
지긋지긋한 좌파들 내로남불 정말 재앙이다 역겹다 
모지리가 하는 헛소리 좀 봐라 
안동으로 육사를 옮기면 충남은 어쩔건데??
  무슨 이런 전과4범말이 뉴스거리니 참 개탄스럽다",0,1
2773,31Ata,"김건희 좀 안나오게하라
행실이 참",0,0
2774,5BAck,대장동 골목대장 = 이재명.,0,0
2775,wdvp,중권이형 화이팅!,0,0
2776,4vtmp,"이제와서 말로, 그러면 니놈 본성이 변하냐...너는 성남시장직도 과분한 놈이, 언감생신 대통령 후보 라고,  하늘이 노할 일이다..거짓말과 형수 보지를 찢는다는 패륜아, 이재명은 대통령이 안된다.",0,1
2777,4edSi,젊은이의 짐,0,0
2778,wG1c,개나 소나 닭이나 이재명을 공격하는 거 봐서 이재명이 댓통 되나 보다,0,0
2779,2VmNn,벌써 대통령 당선됐냐?,0,0
2780,1KA91,석열이가 싫어함,0,0
2781,4dLgN,은사님 삐둘어진 제자가  안타까워서 큰 용기를 내셔서 말씀 하셨는데  안되는 자 는  안됩니다   흔히들 말하는 또라이는 안됩니다그리고 조심하세요  얘 전과 4범 입니다  서 사람을 죽일수도  있어요,0,1
2782,Udwk,ㅋㅋㅋㅋㅋ 진짜 대단하다,0,0
2783,7nhMg,어준이 아직도 살아있네...서울시 의원들 이번에 확 바꿔야 한다...어준이 몰아내고,1,1
2784,2W0fr,"이제와서?
문죄인도 급여삭감 해라.
왜 자영업자만 삭감 폐업시키냐.
너도 중공군에게 그만 바치고.
독방가라.",0,1
2785,NUaC,"민주당 너네들은
 어찌그리 위에부터 아래까지 똑같냐?",0,0
2786,65lV7,남 당은 존나 비꾸ㅏ데고 즈그당은 그냥 내질러도 좋다고지  라  ㄹ   하니 개  어미 아들인가  뭐  이딴  개어미 아들이 있어,0,1
2787,iMwx,"쇼쟁이들,  누가누가 더 뻔뻔한가!  결국 양심없는 인간이 승리한다. 문가나 이가나 국짐이나...",0,0
2788,akXHT,기다렸어요~  환영합니다 ♡,0,0
2789,1Zrxa,이정도면 민주당과 북한 매제는 한편인가?,0,1
2790,32VOT,정권교체 물건너가고 있다. 그리고 윤석열이는  노무현  2기일  뿐이다.,0,0
2791,4vCKF,50대세자녀인 나도 여가부페지 찬성이다ㆍ,0,0
2792,27bV6,독재자 선출도 아니고 소리 바락바락 지른다고 국민들이 홀까닥 넘어갈 시대는 아니다. 조용하면서도 풍부한 인성과 경험이 중요하지  오직 법만 가지고 놀던자가 대통령되면 모든게 법적으로 해결할려고 할텐데 나라꼬라지 훤해 보인다.  앞으로 5년 개탄하지말고 국민들 잘 생각해서 소신있게 표를 행사 하시라. 감정의 문제가 아니고 정권교체 만이 답이 아님읋 나중에 알게 될면 또 한표던지고 후회한다.,0,0
2793,11epA,대통령병 바이러스는 백신도 없구나,0,0
2794,2EGRi,세금 으로 쳐먹었냐 진짜 ㅋ,0,0
2795,dUEQv,"깡통한테 뭘 바라니?!ㅋㅋ
지금이라도  투수교체해!
  경기 뒤집힌다  !!  이러다!
  야구로치면 이제 2~3회초  ~   근소하게  리드할때
  투수교체가  답이다!
  윤쩍열투수  임계치 도달~~~~
  형  말들어!!!!",1,1
2796,1KqBN,"권성동 만류.. ㅋㅋㅋ 권씨나 자중하세요,",0,0
2797,2Q3ND,경제도 안 좋다는데 도대체 얼마나 국민들 고혈을 쥐어짠거냐?,0,0
2798,ca6vO,이재명 주변 사람들을 보라 권력에 있는 놈들만 살고 그 주변 사람들은 배신과 죽음과 고통뿐이다... 난 몰라라 하고 배신하고! 그들은 민주주의를 이용할 뿐 억압이다,0,0
2799,B41M,"李, 지역화폐 업체에도 ‘특혜’… ‘대장동’ 터지자 협약서 고쳤다!!  이런 새키가 대통령후보라고 국민들에게 얼굴 들이 내밀었다는게 소름돋는다. 전과4범 범죄자가 어떻게 대선후보가 될수있나?",0,1
2800,3wPEW,철수야 그러이 우리 윤후보한테 그만 까불지...우야노ㅠ,0,0
2801,X0wZ,"커뮤니티에 찢, 형보수지가 뭐에요? 모르는척 묻고 자세히 모르는람들이 인터넷 검색해보면 거짓내용들로 이재명 옹호하는글들 검색되게 해놨던데 이런거 그짝 행동대원들 조작운동 일하는거 아니냐?",0,0
2802,1cQAL,"김포시민들이 열받는다.
집값을 낮춰도 이렇게 낮출수가 있냐.
그냥 모르면 얘기를 말았어야지.
이래서 이재명은 주둥이로 망한다.",0,0
2803,vxv4,윤석렬이 당선이 된다해도 거짓발언으로 인한 선거법 위반으로 당선 무효될 사안임. 한쪽에서는 공정과 정의 운운하며서 뻥 좀 작작쳐라. 여자 사람 잘못 만나 인생 폭망할 팔자 같음.,0,0
2804,224sm,"아니 40대는 불의를 보고도 그냥 넘어가자는건가?
전과4범 잡범에 와이프갑질에 자식 매춘등
이런 쓰레기를 참나",0,1
2805,5C76Z,죄를 짓어서면 교도소에 가는것은 당연한거 왜 따지는데 야 그려니까 똑바로 살지 바보 맞아요,0,0
2806,1a7hF,"구구절절 맞는 말이다...법사가 어떻고,개가 어떻고,전 법무장관은 후보 업어키우고,세금도둑질해도 사과면 끝,횡령해서 맛사지 받아도 존경한다 하고....전과4범 쪽은 다양하게 선거운동 하죠??",0,1
2807,aqdE,"저런 수준의 인간이 대통령 하겠다니 기가 막힐뿐이다. 대깨들아 똑똑히 봐라,  저게 지지할 인간이냐",1,1
2808,2ikfy,열심히 사셨구나. 가족이 불쌍하면 도와주지. 불쌍하다고 선전하지 말고...,0,0
2809,1jBik,"개뻔뻔해 부끄러움도 모르고 대통령하겠다고…. 니네 집구석이 그렇게 아수라장인데, 나라의 수장이 되겠다고 설치다니.",0,1
2810,3G2p3,"누가과연 믿어줄까?
진심이 아닌걸 다아는데",0,0
2811,3Mvvm,1.7%가 98.3%를 먹여살린다면 그들이 악인은 아니지않나? 그들이 이재명처럼  국민을속이고 하수인을통해 수천억해먹은  사람도 아니고 열심하 일해서 부를 얻은사람이라면 마치 OOO처럼 말해도 되나? 이재명은 모든국민이 일하지말고 놀고먹어야 훌륭한사람처럼 말하고있는것 아닌가?,0,0
2812,20UMZ,한번한다면 한다  이재명 공매도척결하자,0,0
2813,1lqbv,정신 차려라. 정치하면 왜 이상하게 번하니. 이상하게 생긴 너마.,0,0
2814,6iqto,"국민의힘 정말 최악이다.
안철수가 바보니?",0,0
2815,q7WC,홍준표가대선후보해야지 에혀 큰일이다베넬수에라랑베트남이 우리미래라니 진짜우엑이다.빨갱들우엑,0,1
2816,3nVwP,부패 대통령 문재인.................. 네가 갈 곳은 교도소 뿐.,1,1
2817,oXdR,이재명도 공감능력이 좀 부족한게 석열이 지금 상황 생각해보면 이해 못 할 부분도 아니지. 얼마나 똥줄타고 힘들겠어. 마음속으로 열번은 더 이혼 했을텐데. 재명이가 이해해야지 이건.,0,0
2818,u22z,홍준표로 교체하지않는 이상 답없다. 나도 찰스 간다,0,0
2819,DNQp,"하루 이틀가지고 안될꺼다... 살아온 인생자체가 거짓이여서....
본인도 뭐가 진짜고 뭐가 가짜인지 구분을 못한다...",0,0
2820,3j6x,진중권아. 저 페미들은 남자는 가해자고 범죄자라고 하는데.  넌 왜 거기 껴있는거니??  퐁퐁남이고 외로운건 알겠는데..  사리분별은하자~ 아무리 외롭고 쓸쓸해도 쟤들은 아니야..,0,0
2821,31J59,이재명의 적은 이재명이네...,0,0
2822,31v7y,여기 죄명이 알바들 오늘 총출동 한다에 1표!!!,0,1
2823,1HnSi,"참 맥락없고, 찌질하다.  민주당.",0,0
2824,2zNA0,백신가지고 왜이래? 백신패스나 철회해라!!!!!,0,0
2825,6m3DZ,춤표 얘  정신이  좀  빗나간 얘여  이해허랑께,0,0
2826,1tVcx,지금까지는 솔직했는데 이젠 거짓말을 하겠다는 소리네. 말이야 방구야,0,0
2827,3v8u8,최순실 때의 그 언론들이 또다시 선동질 하고 있지만. 그 때와 다른점은 국민들이 더불어범죄당의 그 조작 선동을 다 알고 댓글들이 압도적으로 윤총장을 보호하고 있다는 점이다.,0,1
2828,agKp0,어째 우리나라는 대통령들은 다 사면이냐?  이것이야말로 득혜아니냐?,0,0
2829,36Vvr,"이미 국민들로부터 버림받은 내로남불 민주당 그리고 청와대와 이재명,김혜경!",0,0
2830,y4m9,참 웃기는 넘이다 ㆍㆍㅋㅋ,0,0
2831,15JCu,"""가만히 있으라""??? 어디서 많이 들어본 말인데? 아..세월호..",0,0
2832,5Eq2R,나중에 국민들의 입도 막을 놈이다,0,0
2833,zCRx,OOO 민주당 저거 정신 차리긴 걸렀다,0,0
2834,2ZHS8,윤씨가 만약 대통되면 외국가서 어버버..하다가 다 개판된거여...ㅋㅋ 난중가서 그게아니고요...이 지롤하것지...ㅋㅋㅋㅋ,0,1
2835,2vyCW,원희룡 고생이 많네... 에휴,0,0
2836,4A8DX,"애쓴다..그러다 다칠라..
윤후보 포퍼먼스 그렇게 비난하더니...니가 따라하다니 ㅉㅉ",0,0
2837,4Wer7,대출규제나 풀으라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 숫자가 중요하냐? ㅋㅋㅋㅋ,0,0
2838,byBOL,정권 교체로 보수 정권이 들어서면 첫 임무로 기자들 휴대폰이 사찰하고 야당 인사들 감찰이나 전문적으로 하는 사법부의 옥상옥 공수처를 반드시 일순위로 없애는것으로 해야할것이다. 민첩한 작은 정부에서는 유명무실한 공수처와 국정권과 통일부는 일순위로 폐지하고 미래 먹꺼리를 위한 우주개발부와 생명바이오과학부를 신설해야한다고 본다,0,0
2839,EpB,ㄱ소리하네 ㅉ 코로나 어떻게 버텼는지 그 수많은 자영업자가 자살하며 어떤 소리를 내고싶었는지 생각해봐라. 지금 이 지지한다는 저 자영업자들? 스스로 셀프낙하 하는 꼴 ㅉ,0,0
2840,3NpeD,홍준표가 차기 지도자가 아닌 착각에 잠시 빠졌습니다만~*!,0,0
2841,2URlJ,아직도 꼰대당 정체성을 모르고 국짐을 지지하는 젊은 꼰대들 ㅋㅋ,0,1
2842,4rq4K,"홍준표 일마는 여당2중대가? 아니면 조구기 생각하면 눈물이라도 나냐? 조구기 수사가 뭐가 과잉수사고? 조구기 수사때 수사검사들이 목가지 날라갈 각오로 수사했다, 준표는 서울지역 총선 거부하고 무소속 출마할때 부터  준표는 대통령감이 아니라 생각했다",0,0
2843,6vvRP,대장동 방문해주세여,0,0
2844,2Vij8,내말이요! 소환조사하고 구속시겨야한다! 영부인은 무쓴,1,1
2845,7q1o0,"한국갤럽 11월10일: 후보 비호감도, 안철수70.5% 심상정66.9% 이재명60.9% 윤석열52.8%. ""윤석열 오차범위 밖에서 비호감도 최저"". 오차는 +-3.1%p-00대학교 이00교수 경제학박사-",0,0
2846,3jTNR,"뒤끝작열 내부총질 조국수홍 중상모략 끝까지 물고늘어지는건 추태다추태,,, 매너가 구려,, 차라리 준도리마냥 몸값높이고 열심히 뛰어,, 그게더 나이스 하지 않겠어? 되나무나 백의종군? 개웃김,,, 백튜더퓨쳐 그거아니겠어? 뭔 백의종군?????",0,1
2847,2oBHu,"저도 여자지만, 안희정편 인데요.. 
이유가 있나요? 뻔한걸~~",0,0
2848,2sRku,양     아   치      정    권,0,0
2849,dQcNV,공수처는 문재인을 위해서 급조로 만들어진 하수인,0,0
2850,1jM0f,"이게 대한민국 정치의 수준인가?
뽑을 사람이 정말 없다.",0,0
2851,2n00X,"2012년 안철수 지지율은 어떤 전성기 정치인이와도 안될 수준이었음. 안타깝게도 남좋은 일만 시키고 떠돌다, 정말 필요할때 나타난 인물이라 생각함. 이번선거가 대한민국의 미래를 가릴 선거인지라..예전엔 아직 대통령하기엔 부족하다 싶었는데, 지금은 남보기에도 부끄럽지 않은 대통령감이 되었음. 너무나 똑똑한 사람이 갈피를 잡지못해 아쉬웠는데 이번에 꼭 잘되길 기원함.",0,0
2852,27iqs,내로남불,0,0
2853,3ZCFL,"부정선거하려고 밑밥까네...무슨 박빙? 
ㆍ
전과4범에 갑질횡령 마누라에 도박꾼 아들과 살인범 조카 있는 집구석이 대통령이 된다고?",1,1
2854,3qu0V,이 시대에 맞는 대통령,0,0
2855,2tlEF,재명이 손잡고 금강산관광이나 다니라..모지리들,0,1
2856,iDmx,당신때문에 더 여혐하는거임,0,1
2857,44H07,민주당과 집권당의 언론압력 .쓴소리는 듣기가 싫지? 듣기가 싫은 소리가 바른소리다.,0,0
2858,4KwGc,"강용석이는 가정이 평화로운가
 두아들은 똑똑하던데 어찌하여 애비는",0,0
2859,b2m8S,청약을 모르는데 종부세를 알까,0,0
2860,Lhi5,"넌,  나쁜 놈의 전형!",0,0
2861,9kXyX,현근택 정신있는 놈인지.피해자만 공격해서 2번 죽이네,0,0
2862,3avFR,교수라는 사람이 일베용어를  아무렇지도 않게 사용하다니..,0,0
2863,2kv1o,개그맨인지 정치인인지 헷갈리네.. 돈받고 하는 짓이겠지?,0,0
2864,6zxS2,이재명이 야당대표 쉴드를ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 말이 필요없넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
2865,3txfw,"병역 기피~~
토론 기피~~
공중도덕 기피~~
공정 상식 기피~~ 으이구...",0,0
2866,6dCbZ,덜 나쁜놈은 대체 누구일까! 대한민국은 좋은 대통령을 뽑는게 아니고 덜 나쁜넘을 뽑아야 하는게 참 희안해 ㅎㅎ;;,0,0
2867,BJdu,양자대결 이재명 38%라는게 믿을 수 없다~~수구진보가  이렇게 많은가~~???,0,0
2868,21rYj,이 완용이가   또 나왔네..,0,0
2869,TTuI,보수를 친박과 친이로 두동강을 내어 보수를 괘멸시킨 이재오가 할말은 아니다... 훈수한답시고 정계 주변을 기웃거리지 말고 지구를 떠나거라... 에이 더러운 놈,0,1
2870,37fyj,자글자글하다 좀 해라 보기가 흉하네,0,0
2871,3yUCg,이재명 당신은 점쟁이 말 듣고 공부했다며~,0,0
2872,7qFnp,이재명은 지금 치매말기입니다~치매말기환자가 무슨 대통령을 한다고 설치나 요양병원에 입원해라,1,1
2873,3EFKY,정권교체는  국민의 염원이자 필수조건  입니다 ~,0,0
2874,em25,~~습니꽈~~~~~악~~~~ 또 해라,0,0
2875,1inmO,이력서를 작성하면서 준석이 너는 생각 나는대로 아무렇게나 작성하니???? 젊은놈이 생각나는대로 씨부리지 말아라,0,0
2876,1vNDp,국가안보에 대해 실망이다 대통령이 천재일 필요는 없으나 한반도가 처해있는 상태를 이해못하고 있는듯하다,0,0
2877,dCHK0,하락세 탄 1일1실언 윤석열 뽑으면 이제명 대통령 됩니다. 안철수 대통령후보로 뭉치는게 가장 확실한 정권교체임.,0,0
2878,2xh65,더블  니네나 잘하고나 남 탓해라,0,0
2879,7P2ck,국민들은 더 기가 찰 뿐이다.,0,0
2880,Oydg,얘는 정신이 정상은 아닌 듯~ 정신병원 입원이 필요해보임~ㅋㅋ,0,1
2881,25lnq,멋있네  영입하는게 저쪽이랑은 질이 다르네  ㅋㅋ 이수정,0,0
2882,23bEK,정권교체는 해야되는데 윤석열은 찍기 싫고..... 큰일이네,0,0
2883,Qedp,왜 이재명지지자들은 연예인들까지 나서서 지지선언을 할까? 이들은 자기 지지선언으로 남의 생각을 바꿀수 있다생각하나? 이들이 지지 선언 한다고 영향받으면 개돼지 아닌가?,0,0
2884,4AeTB,ㅈㄹ도 풍년이다,0,0
2885,dUhn8,좋은 생각에 동의합니다 이재명후보님 응원합니다👍👍👍,0,0
2886,2w8tU,"아 이정도로 뭘??? 싶지??? ㅋㅋㅋ 국민이 니들 욕하는게 너네가 꼭 그정도 해쳐먹어서 같냐? 국민은 니들이 무능한거 알면서도 줫같이 해쳐먹고 받아먹고 개판치는게 싫어서 운동권 너네는 좀 나을까 싶어서 찍은거야. 근데 노는시계 논두렁에 버리고, 깨끗한척 도덕적인척 나대던 놈들은 더불어 만지고 피해호소인 운운하고 있고. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,1
2887,7Th1m,스캔들의 달인 이재명은 후보사퇴해야 마땅함  ~,0,0
2888,2NgkQ,"울산의 토호세력의 무소불위.
 기현 공화국을 설립해서 자자손손 토호 세럭으로 세습할 것.",0,0
2889,Ulqm,"안후보님... 욕심이 보이시네요~~  국민이 원하는건
  정권교체 입니다~ 조금이라도 지지율이 더 높은
 후보에게 힘들실어주시면서 협력하면 좋을듯
싶었네요 ㅉㅉ",0,0
2890,2dzna,"파리떼에게 에프킬러 주입,사망시켜야 타결가능",1,1
2891,8Enoi,국가세금 낭비 일자리 문재인표~~,0,0
2892,2YtdD,"백날 와서  돈푼다 해봐라 ...주는건 받고 , 표는 안찍는당께...어째야 쓰거나  흐미 ..",0,0
2893,2eEzX,"무속인과 역술인이 댜르다?...웃긴다야...소주,맥주,막걸리 정도 차이지 같은 술 아니냐?...내로남불아!",0,0
2894,8S8nC,더불어민주당에 딱 맞는 인재인데.. 다들 왜그러시는지...ㅠㅠ,0,0
2895,1urdT,"고발사주의혹의 확정적범죄자 윤석열, 허위조작과 주가조작 달인  김건희, 세금빼먹기와 동업자 뒤통수치기 달인 장모 최은순., 이런 가족사기단에 나라를 맡기고 싶냐? 한심한 보수것들아..",0,0
2896,2SNPT,무지한자들이다.대장동문제가심각한데그중심에있는자를선택한다는것은이해가안간다.분명문제가될텐데,0,0
2897,5hw9M,"윤두환아 너 큰일났다. 여기저기서 너 버리네.
 이낙연이가 지지율 많이 앞섰다가 이재명에게 역전당했는데 너도 무야홍에게 발리게 생겼다. 오만방자하게 선배에게 나댈 때 부터 넌 끝난거다.할줄 아는 건 검찰권력으로 사람잡는 거 밖에 없는 너따위가 대권이라니 대한민국과 국민들이 만만해 보이냐. 꺼져 자식아!",0,1
2898,2ZHeo,공산주의 안되게 민주주의의 국민의 힘 찍어주는게 맞다고 봅니다..,1,1
2899,21eGR,"지난 대통령선거때 유승민이 토론중 가장 합리적이고 토론을 잘해서 지지를 지금까지 해왔는데, 요즘 유승민의 행태를 보면서 완전히 지지를 거둔다. 자기친구의 아들이 당대표면 더욱 말과 행동을 오해받지않게 조심해야 될텐데 이준석을 이용해 상대후보를 흔들더니, 이번엔 자기진영 대변인이 하는 짓을 보면 목적을 위해서는 어떤 일도 벌일 자가 아닌가 싶다.",0,0
2900,2FfjE,도대체 왜 이사람 주변은 이렇게 안좋은 분위기만 가득한건지…,0,0
2901,1FhRW,삐뚤어진 눈인가?찢죄명이가 정직하게?????,0,1
2902,2hJ7D,전라도 xx답구나,0,1
2903,4ubMS,하나 같이  쓰레기에  무능하니 이나라의 앞날이 걱정이다!!!,0,0
2904,cYDZh,왜 4.15총선대책팀이랑 중앙선거위 포섭이라도,0,0
2905,2rHhP,막 던지는구나! 이색히!,0,0
2906,47wKk,TBS가 의뢰했다네요. 그냥 하시던 일 편안하게 하세요.,0,0
2907,2MWqg,최측근 자살 2명이나 10일 간격으로 그 가족은 피눈물을 흘리고 있다 비정한 인간 그 누구도 조문을 온적없단다 이젠 다 끝이야 알겄냐? 이 낙 연으로 가자,0,0
2908,1XWlr,"회장님이 부르면 즉시 달려가는 일반미. 6층 비밀방에서 재벌,졸부,개검찰들,개나운서,개의사,개총장..특급서비스",0,1
